法人・施設名,住所,アクセス,仕事内容,サービス形態,給与,給与の備考,待遇,勤務時間,休日,長期休暇/特別休暇,url
社会福祉法人めぐみ福祉会二川保育園,山梨県甲府市大津町１３２４,"山梨県甲府市大津町１３２４
JR身延線 小井川駅から車で7分","０～５歳児の保育業務・授乳、食事、着替え、トイレ、おむつ交換など日常生活のお世話・園児の健康管理・園内清掃・書類作成（年計、月案、週案等）など
☆トライアル雇用求人",,"月給 180,000円 〜 210,000円",,"通勤手当： 毎月 25,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時30分〜16時30分 (2)8時00分〜17時00分 (3)8時15分〜17時15分 時差出勤制平　日：（１）～（８）をシフト勤務土曜日：（１）（９）のシフト勤務※（４）～（９）は求人に関する特記事項欄に記載 休憩60分 時間外勤務：あり ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5863254/"
株式会社クラッシー,徳島県徳島市北佐古一番町４−４５−６,"徳島県徳島市北佐古一番町４−４５−６
JR高徳線 佐古駅から徒歩で4分
よしの川ブルーライン 佐古駅から徒歩で4分
JR高徳線 徳島駅から徒歩で21分","０〜５歳児の院内保育施設での保育業務
ステラでは、ユニバーサルな感性と人間力を育む「本気保育」を
実践しています。
英語、音育、体育、食育など一流のプロフェッショナルと
共同開発したプログラムに加え、保育士の方々は
子ども一人ひとりに寄り添い切り、その可能性を広げる
お手伝いをしています。",,"月給 180,000円 〜 200,000円",,"通勤手当：月額 12,000円 12000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)9時30分〜18時15分 （１）標準的な就業時間　・フレキシブルタイム　７：３０〜２０：３０　・コアタイム　　　　１０：００〜１５：００ 休憩45分 時間外勤務：あり ,年間休日数 110日,,"
https://job-medley.com/cw/hw/5866080/"
合同会社みんなのさと（かみひこうき）,群馬県みどり市笠懸町西鹿田７８９番地４,"群馬県みどり市笠懸町西鹿田７８９番地４
上毛電気鉄道上毛線 新川駅から徒歩で27分","児童発達支援・療育支援日常生活に必要なサポート、活動を行います保育士の資格が必要です
「保育」＊利用者の定員：１０名（２～６歳）＊専用のソフトを使用し、記録等の入力をしていただきます
ＰＣ操作が出来る方",,"月給 180,000円 〜 280,000円",,"通勤手当： 毎月 5,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)9時00分〜18時00分 休憩60分 時間外勤務：なし ,年間休日数 115日,,"
https://job-medley.com/cw/hw/5858339/"
株式会社ベースコネクト児童発達支援事業所あそべーす,北海道札幌市豊平区西岡４条６丁目９－１第６カンダビル,"北海道札幌市豊平区西岡４条６丁目９－１第６カンダビル
札幌市営地下鉄東豊線 福住駅から徒歩で22分",新しい施設で就学前の子どもたちに対する療育と楽しめる環境を提供していただきます。○楽しい遊びや活動の準備○楽しむための手立てと配慮○個別療育,,"月給 180,000円 〜 240,000円",,"通勤手当： 毎月 15,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)9時00分〜18時00分 休憩60分 時間外勤務：あり ,年間休日数 120日,,"
https://job-medley.com/cw/hw/5858159/"
社会福祉法人のぞみ会,岡山県岡山市東区中尾１９２−１,"岡山県岡山市東区中尾１９２−１
JR山陽本線(姫路～岡山) 上道駅から徒歩で4分","乳幼児の教育・保育
保護者支援、地域の未就園児家庭への子育て支援",,"月給 180,000円 〜 200,000円",,通勤手当： マイカー通勤可否：可 昇給：あり 賞与：あり ,(1)7時00分〜19時00分 休憩60分 時間外勤務：あり ,年間休日数 115日,,"
https://job-medley.com/cw/hw/5857406/"
株式会社グランセナフットボールクラブ,新潟県新潟市西区小新４０８８,"新潟県新潟市西区小新４０８８
JR越後線 寺尾駅から車で9分","・小規模保育園での保育業務
・未満児（０～２歳）保育※未満児定員１９名、保育士６名で保育。食事介助・保育記録の作成、行事の運営０～２歳児までの乳幼児の保育業務となります。※業務上車を使用する機会はありません。＊応募前職場見学を行っていますので、ハローワークへご相談下さい。",,"月給 180,000円 〜 220,000円",,"通勤手当： 毎月 20,000円まで マイカー通勤可否：可 昇給： 賞与：なし ",(1)7時00分〜15時45分 (2)8時15分〜17時00分 (3)9時15分〜18時00分 登園時間により変更あり 休憩45分 時間外勤務：なし ,年間休日数 106日,,"
https://job-medley.com/cw/hw/5854507/"
社会福祉法人輝,大阪府富田林市中野町西１丁目１５０２番地３,"大阪府富田林市中野町西１丁目１５０２番地３
近鉄長野線 富田林駅から徒歩で11分
近鉄長野線 喜志駅から徒歩で18分
近鉄長野線 富田林西口駅から徒歩で19分","＊放課後等デイサービスにて、高校３年生までの児童に日常生活に
必要な訓練、創作活動、余暇の提供を行います",,"月給 180,000円 〜 240,000円",,"通勤手当：月額 15,000円 15000 マイカー通勤可否：可 駐車場 あり 昇給：なし 賞与：なし ",(1)9時00分〜18時00分 休憩60分 時間外勤務：なし ,年間休日数 111日,,"
https://job-medley.com/cw/hw/5852112/"
合同会社ほのぼのプラス,長崎県西彼杵郡時津町久留里郷３０１－７,"長崎県西彼杵郡時津町久留里郷３０１－７
JR長崎本線(鳥栖～長崎) 高田駅から車で12分","＊未就学児から小学生までを対象とした子供たちに個別療育、集団
療育を行っていただきます＊一日の定員は１０名です＊ご家庭からの相談の対応＊送迎業務
送迎車は軽と７人乗りミニバン◎ハローワークの紹介状が必要です",,"月給 180,000円 〜 220,000円",,"通勤手当： 毎月 10,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)9時00分〜17時00分 (2)10時00分〜18時00分 休憩60分 時間外勤務：あり ,年間休日数 110日,,"
https://job-medley.com/cw/hw/5849575/"
株式会社Ｇｏａｎｄ,福岡県飯塚市津島２５３−１,"福岡県飯塚市津島２５３−１
福北ゆたか線(折尾～桂川) 鯰田駅から車で7分","◎放課後デイサービスでの児童指導員。
＊お子様に対して放課後や長期休暇においての居場所の提供や養育支援の補佐。
＊利用者
定員１０名
＊送迎業務：社用車使用／軽・普通ＡＴ車
エリア：八幡西、鞍手、直方、宮若、田川、飯塚",,"月給 180,000円 〜 230,000円",,"通勤手当：月額 10,000円 10000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)9時00分〜18時00分 休憩60分 時間外勤務：あり ,年間休日数 109日,,"
https://job-medley.com/cw/hw/5852671/"
スクルドエンジェル保育園加茂名園（株式会社あしたのたね）,徳島県徳島市鮎喰町１丁目４２番地３,"徳島県徳島市鮎喰町１丁目４２番地３
よしの川ブルーライン 鮎喰駅から徒歩で9分
よしの川ブルーライン 蔵本駅から徒歩で21分","【朝】開園準備、部屋の清掃・換気など
子どもたちの迎え入れ
自由遊び・散歩、専門プログラムなど
専門プログラムは外部講師の先生が行います！
体操・リトミック・英会話など
子どもたちと一緒に楽しみましょう♪
【昼】昼食・歯磨き・排せつなど
お昼寝準備
連絡帳記入、先生方の休憩
【夕】自由遊び
お見送り後、園内の掃除・片付け、戸締まり",,"月給 180,000円 〜 230,000円",,通勤手当： マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ,(1)6時45分〜15時15分 (2)9時00分〜18時00分 (3)10時15分〜19時15分 休憩60分 時間外勤務：なし ,年間休日数 115日,,"
https://job-medley.com/cw/hw/5857317/"
社会福祉法人輝,大阪府富田林市中野町西１丁目１５０２番地３,"大阪府富田林市中野町西１丁目１５０２番地３
近鉄長野線 富田林駅から徒歩で11分
近鉄長野線 喜志駅から徒歩で18分
近鉄長野線 富田林西口駅から徒歩で19分","＊放課後等デイサービスにて、高校３年生までの児童に日常生活に
必要な訓練、創作活動、余暇の提供を行います",,"月給 180,000円 〜 240,000円",,"通勤手当：月額 15,000円 15000 マイカー通勤可否：可 駐車場 あり 昇給：なし 賞与：なし ",(1)9時00分〜18時00分 休憩60分 時間外勤務：なし ,年間休日数 111日,,"
https://job-medley.com/cw/hw/5853196/"
コツヨシ株式会社,沖縄県豊見城市字豊崎１－４４５グランパレ豊崎,"沖縄県豊見城市字豊崎１－４４５グランパレ豊崎
ゆいレール 赤嶺駅から車で11分","◆保育園にて、園児の保育・教育＊１９名の小規模な保育園です。残業・持ち帰り仕事一切なし。
アットホームな保育園です。",,"月給 180,000円 〜 300,000円",,"通勤手当： 毎月 10,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時30分〜16時30分 (2)9時00分〜18時00分 (3)10時00分〜19時00分 残業は一切なし。 休憩60分 時間外勤務：なし ,年間休日数 110日,,"
https://job-medley.com/cw/hw/5840195/"
コツヨシ株式会社,沖縄県豊見城市字豊崎１－４４５グランパレ豊崎,"沖縄県豊見城市字豊崎１－４４５グランパレ豊崎
ゆいレール 赤嶺駅から車で11分","＊保育園にて、園児の保育・教育
０歳児から５歳児までの園児３２名◆系列の保育園が、豊見城と浦添にあり、２０１８年度から保育事業を運営しております。両園共に現在まで、残業・持ち帰りの仕事はなく、全職員が時間内に業務を終えて帰宅しておりプライベートの充実した仕事環境を提供しています。",,"月給 180,000円 〜 300,000円",,"通勤手当： 毎月 10,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時00分〜16時00分 (2)9時00分〜18時00分 (3)10時00分〜19時00分 休憩60分 時間外勤務：なし ,年間休日数 110日,,"
https://job-medley.com/cw/hw/5840197/"
コツヨシ株式会社,沖縄県豊見城市字豊崎１－４４５グランパレ豊崎,"沖縄県豊見城市字豊崎１－４４５グランパレ豊崎
ゆいレール 赤嶺駅から車で11分","◆保育園にて、園児の保育・教育＊１９名の小規模な保育園です。残業・持ち帰り仕事一切なし。
アットホームな保育園です。",,"月給 180,000円 〜 300,000円",,"通勤手当： 毎月 10,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時00分〜16時00分 (2)9時00分〜18時00分 (3)10時00分〜19時00分 休憩60分 時間外勤務：なし ,年間休日数 110日,,"
https://job-medley.com/cw/hw/5840196/"
合同会社ヒューマンリンクス,福岡県飯塚市川津４１０－３,"福岡県飯塚市川津４１０－３
福北ゆたか線(折尾～桂川) 新飯塚駅から車で8分","◎放課後等ディサービス、児童発達支援事業所における支援業務。＊日常生活の支援、製作活動、学習支援、社会生活体験など児童に
合わせた療育を行います。＊送迎業務：社用車使用／軽・普ＡＴ車＊児童の支援活動＊資格取得見込可（資格をお持ちでない方は補助業務）",,"月給 180,000円 〜 280,000円",,通勤手当： マイカー通勤可否：可 昇給： 賞与：あり ,(1)9時00分〜18時00分 ＊就業時間の相談に応じます。 休憩60分 時間外勤務：なし ,年間休日数 120日,,"
https://job-medley.com/cw/hw/5839895/"
株式会社Ｎ＆Ｍカンパニー（あっとホーム柔、あっとホーム寿、あっとホームはなまる、キッズハウスももたろう）,佐賀県嬉野市嬉野町大字下野甲２２５５番地,"佐賀県嬉野市嬉野町大字下野甲２２５５番地
西九州新幹線 嬉野温泉駅から徒歩で22分","◎事業所内保育所での保育業務
０歳〜２歳児まで５〜１２名の幼児
＊早出、遅出があります。
＊短時間勤務（パート）の相談にも応じます。
※子供が好きな方、大歓迎いたします。
《急募》",,"月給 180,000円 〜 210,000円",,"通勤手当：月額 10,000円 10000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)7時30分〜16時30分 (2)8時00分〜17時00分 (3)9時30分〜18時30分 シフト制（児童の人数、利用の状況により上記以外の勤務もあり）　　※月数回半日勤務あり（面接時詳細説明） 休憩60分 時間外勤務：あり ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5833437/"
株式会社パルズスタッフィング,宮城県仙台市宮城野区榴岡４丁目５－２２宮城野センタービル６階,"宮城県仙台市宮城野区榴岡４丁目５－２２宮城野センタービル６階
仙台市営地下鉄東西線 宮城野通駅から徒歩で1分
JR仙山線 仙台駅から徒歩で8分
JR仙石線 仙台駅から徒歩で8分",１２名定員（０～２歳児）の小規模保育園です。アットホームな雰囲気の中でお子様や保護者様と深く関わりながら保育できます。有給休暇の他にバースデー休暇やリフレッシュ休暇などあります。持ち帰りの仕事が無いので、プライべートも充実させることが可能です。,,"月給 180,000円 〜 220,000円",,"通勤手当： 毎月 15,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時30分〜16時30分 (2)9時00分〜18時00分 時間固定、時短希望など応相談可 休憩60分 時間外勤務：あり ,年間休日数 120日,,"
https://job-medley.com/cw/hw/5826997/"
株式会社ジャックと豆の木園,愛媛県松山市枝松６丁目７番１６号,"愛媛県松山市枝松６丁目７番１６号
伊予鉄道横河原線 福音寺駅から徒歩で8分
伊予鉄道横河原線 いよ立花駅から徒歩で18分
伊予鉄道横河原線 北久米駅から徒歩で20分",認定こども園ジャックと豆の木園（余戸園）での０～５歳の園児の保育（年齢別クラス編成で、いずれかのクラス担任をしていただきます。）＊クラスは複数担任となります。＊入社祝い金（５万円）を支給します。（別途支給要件あり）,,"月給 180,000円 〜 240,000円",,"通勤手当： 毎月 30,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)9時30分〜18時30分 休憩60分 時間外勤務：なし ,年間休日数 115日,,"
https://job-medley.com/cw/hw/5835511/"
社会福祉法人上ノ郷福祉会えみなる保育園,熊本県熊本市南区護藤町１５９９－２,"熊本県熊本市南区護藤町１５９９－２
JR鹿児島本線(博多～八代) 川尻駅から徒歩で20分
三角線（あまくさみすみ線） 川尻駅から徒歩で20分",乳幼児の保育のお仕事です。園児定員１２名の小さな保育園です。少人数なので、子ども一人ひとりにゆっくりと丁寧な関わりができます。,,"月給 180,000円",,"通勤手当： 毎月 18,700円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時30分〜16時30分 (2)8時30分〜17時30分 (3)9時30分〜18時30分 シフトによる 休憩60分 時間外勤務：なし ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5835633/"
株式会社富世,福岡県福岡市博多区博多駅東１丁目１６－６,"福岡県福岡市博多区博多駅東１丁目１６－６
福岡市営地下鉄空港線 博多駅から徒歩で5分
福岡市営地下鉄七隈線 博多駅から徒歩で5分
山陽新幹線 博多駅から徒歩で5分","保育園業務（複数担任）各学年：８名体制クラス運営書類パソコン入力（エクセル・ワード）作業※園児数定員：１８０名５歳児：５３名
４歳児：５３名
３歳児：５３名
２歳児：２１",,"月給 180,000円 〜 210,000円",,"通勤手当： 毎月 15,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時00分〜18時30分 (2)8時30分〜20時00分 シフト制による勤務体系１日１０時間勤務４勤３休 休憩90分 時間外勤務：なし ,年間休日数 157日,,"
https://job-medley.com/cw/hw/5826938/"
ＮＰＯ法人子育て支援ワーカーズともに,北海道札幌市北区北７条西９丁目（北海道大学構内）,"北海道札幌市北区北７条西９丁目（北海道大学構内）
札幌市営地下鉄南北線 北１８条駅から徒歩で11分
札幌市営地下鉄南北線 北１２条駅から徒歩で13分
JR函館本線(小樽～旭川) 桑園駅から徒歩で23分",北海道大学より運営委託を受ける北海道大学保育所「ともに」にて保育業務。（行事・係分担して行います）シフト制で勤務していただきます。６０名定員で現在５２名在籍（０歳児～５歳児各１０名定員）し、学年別のクラス編成で、戸外活動を中心に異年令交流等を行っています。親子に寄り添い「ここで一緒に子育てできて良かった」と思える保育所を目指しています。,,"月給 180,000円",,通勤手当： マイカー通勤可否：不可 昇給： 賞与：あり ,シフト制 休憩60分 時間外勤務：あり ,年間休日数 125日,,"
https://job-medley.com/cw/hw/5824482/"
社会福祉法人速川福祉協会,富山県氷見市小久米１３５,"富山県氷見市小久米１３５
JR氷見線 氷見駅から車で19分","＊保育業務全般
０歳～５歳児５０名を保育士９名で対応しています。
・０歳～１歳児で１クラス。
・２歳～５歳児は異年齢クラス保育で２クラスです。
※面接希望の方はハローワークから『紹介状』の交付を
受けてください。",,"月給 180,000円 〜 190,000円",,"通勤手当： 毎月 10,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時00分〜16時00分 (2)8時00分〜17時00分 (3)10時00分〜19時00分 ローテーション 休憩60分 時間外勤務：なし ,年間休日数 112日,,"
https://job-medley.com/cw/hw/5825327/"
社会医療法人若弘会,大阪府東大阪市若草町１－６,"大阪府東大阪市若草町１－６
近鉄奈良線 瓢箪山駅から徒歩で6分
近鉄奈良線 東花園駅から徒歩で11分
近鉄奈良線 河内花園駅から徒歩で19分","＊当病院職員の子供を預かる託児所での乳幼児保育
＊少人数の託児所です。（平日は０～３歳児
１０名前後）
一人ひとりの子どもとしっかりと関わる事ができ、やりがい
アップ！※東大阪にある若草第一病院でのお仕事です。",,"月給 180,000円",,"通勤手当： 毎月 30,000円まで マイカー通勤可否：不可 昇給： 賞与：あり ",(1)7時30分〜16時00分 (2)8時30分〜17時00分 (3)9時30分〜18時00分 （４）１１時～１９時３０分（５）１３時～２１時３０分（６）１７時～翌９時シフトで決まった残業日以外の残業はありません。 休憩60分 時間外勤務：あり ,年間休日数 113日,,"
https://job-medley.com/cw/hw/5818245/"
株式会社いずみ保育園【（株）指宿白水館グループ会社】,鹿児島県指宿市東方１０１１２番地３,"鹿児島県指宿市東方１０１１２番地３
JR指宿枕崎線 指宿駅から徒歩で28分","・子供達の発達を援助する保育業務・園児の食事、排泄援助・保育計画実施、反省の記録・保護者への連絡及び子供達が快適で安全に生活するための環境整
備等の業務",,"月給 180,000円 〜 230,000円",,"通勤手当： 毎月 10,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",シフト制の８Ｈ 休憩60分 時間外勤務：あり ,年間休日数 108日,,"
https://job-medley.com/cw/hw/5810201/"
学校法人文化学園川口市立川口西保育園,埼玉県川口市川口５－１２－９,"埼玉県川口市川口５－１２－９
JR京浜東北線 川口駅から徒歩で13分
JR京浜東北線 西川口駅から徒歩で16分","学校法人文化学園が運営している公設民営の「川口市立川口西保育園」にて保育士として就業していただきます
＊０歳児～５歳児の定員２００名
＊クラス担任として子ども達、ご家族と関わり合いながら、
子どもの成長を支えます。
＊保育案の作成、書類づくりなど事務的な業務も加わります。◎保育園と幼稚園を融合したような保育園です。様々な年代の
保育士がいて、お互いに助け合いチームワークも抜群です。
残業もほとんど無しでプライベートも充実しています！※採用時期は、令和５年４月１日から、またはすぐに勤務できる方
もお待ちしています。",,"月給 180,000円 〜 190,000円",,"通勤手当： 毎月 13,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",シフト勤務 休憩60分 時間外勤務：なし ,年間休日数 125日,,"
https://job-medley.com/cw/hw/5804962/"
株式会社アイグラン,広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階,"広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階
広電２号線(宮島線) 古江駅から徒歩で8分
広電２号線(宮島線) 高須駅から徒歩で8分
広電２号線(宮島線) 東高須駅から徒歩で12分","●院内保育園
●定員９５名
●保育業務全般
（主活動、オムツ交換、食事介助、清掃など）
●社員用託児所完備（保育料や給食も無料）
●子育て世代や未経験者・ブランクがある方も歓迎！
アイグランでは子どもたちだけなく職員にとっての「心の基地」を目指しています。私たちといっしょに子どもたちの想いを形にする保育園をつくりませんか？
※定年年齢以上の方の応募も可能です。ただし、労働条件については、別途ご説明いたします。",,"月給 180,000円",,"通勤手当：月額 20,000円 20000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",１６０〜１７７時間／月（月によって異なる）　夜間保育有り（１９：００〜翌７：００） 休憩60分 時間外勤務：あり ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5844336/"
社会福祉法人有明会有明保育園,熊本県熊本市西区小島下町４２２３番地,"熊本県熊本市西区小島下町４２２３番地
JR鹿児島本線(博多～八代) 西熊本駅から車で12分",・子どもの身の回りのお世話や生活習慣を教える・保護者とのコミュニケーション・保育事務・行事等,,"月給 180,000円",,"通勤手当： 毎月 18,700円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)8時00分〜17時00分 (2)7時00分〜16時00分 (3)9時00分〜18時00分 シフト制 休憩60分 時間外勤務：あり ,年間休日数 104日,,"
https://job-medley.com/cw/hw/5809739/"
株式会社アイグラン,広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階,"広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階
広電２号線(宮島線) 古江駅から徒歩で8分
広電２号線(宮島線) 高須駅から徒歩で8分
広電２号線(宮島線) 東高須駅から徒歩で12分","【ＷＥＢ面接実施中！】保育大手の株式会社アイグラン運営
●院内保育園
●保育業務全般
（主活動、オムツ交換、食事介助、清掃など）
●専門講師が週１回リトミック実施
●子育て世代や未経験者・ブランクがある方も歓迎！
アイグランでは子どもたちだけなく
職員にとっての「心の基地」を目指しています♪
私たちといっしょに子どもたちの想いを形にする
保育園をつくりませんか？
※定年年齢以上の方の応募も可能です。ただし、労働条件については、別途ご説明いたします。",,"月給 180,000円",,"通勤手当：月額 20,000円 20000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",休憩60分 時間外勤務：あり ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5844344/"
社会福祉法人一粒の麦の会,長崎県佐世保市江迎町栗越１９９,"長崎県佐世保市江迎町栗越１９９
西九州線(伊万里～佐世保) 江迎鹿町駅から車で7分","〇放課後等デイサービス（障害児支援）
〇障害を持った子供たちの日中支援を行います。
〇就学前の児童から高校生までの支援を行います。
〇通所者の送迎
（軽自動車～１０人乗ワゴン車（ＡＴ）を使用
〇その他付随する業務＊定年年齢以上の方は条件変更有り（１年毎の更新制、退職金制度無し）",,"月給 180,000円 〜 220,000円",,"通勤手当： 毎月 29,800円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)9時00分〜18時00分 (2)8時00分〜17時00分 休憩60分 時間外勤務：なし ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5809655/"
株式会社アイグラン,広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階,"広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階
広電２号線(宮島線) 古江駅から徒歩で8分
広電２号線(宮島線) 高須駅から徒歩で8分
広電２号線(宮島線) 東高須駅から徒歩で12分","●企業内保育園
●定員１２名
●一人ひとりとしっかり関われる小規模保育園
●保育業務全般（主活動、オムツ交換、食事介助、清掃など）
●専門講師が週１回リトミック実施
●子育て世代や未経験者・ブランクがある方も歓迎！
アイグランでは子どもたちだけなく職員にとっての「心の基地」を目指しています♪私たちといっしょに子どもたちの想いを形にする
保育園をつくりませんか？
＊定年年齢以上の応募も可能です。ただし、労働条件については、別途ご説明いたします。",,"月給 180,000円",,"通勤手当：月額 20,000円 20000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",１６０〜１７７時間／月　（月によって異なる）　シフト勤務 休憩60分 時間外勤務：あり ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5844347/"
株式会社アイグラン,広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階,"広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階
広電２号線(宮島線) 古江駅から徒歩で8分
広電２号線(宮島線) 高須駅から徒歩で8分
広電２号線(宮島線) 東高須駅から徒歩で12分","●企業内保育園
●定員３０名
●保育業務全般
（主活動、オムツ交換、食事介助、清掃など）
●専門講師が週１回リトミック実施
●子育て世代や未経験者・ブランクがある方も歓迎！
アイグランでは子どもたちだけなく職員にとっての「心の基地」を目指しています。私たちといっしょに子どもたちの想いを形にする
保育園をつくりませんか？
※定年年齢以上の方の応募も可能です。ただし、労働条件については、別途ご説明いたします。",,"月給 180,000円",,"通勤手当：月額 20,000円 20000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",１６０〜１７７時間／月　（月によって異なる）　※シフト勤務　《時間外開所時間》１８：１５〜１９：１５ 休憩60分 時間外勤務：あり ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5844366/"
株式会社海の里,長崎県長崎市彦見町１６－１５,"長崎県長崎市彦見町１６－１５
長崎電軌１系統 崇福寺駅から徒歩で18分
長崎電軌４系統 崇福寺駅から徒歩で18分
長崎電軌１系統 思案橋駅から徒歩で19分","＊０歳児～２歳児をお預かりする定員１２名の小規模保育園です。
ひこみのほし保育で保育士のお仕事です。◎ハローワークの紹介状が必要です",,"月給 180,000円 〜 250,000円",,"通勤手当： 毎月 9,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",休憩60分 時間外勤務：なし ,年間休日数 109日,,"
https://job-medley.com/cw/hw/5809573/"
学校法人文化学園川口市立並木南保育所,埼玉県川口市並木１丁目８－２５,"埼玉県川口市並木１丁目８－２５
JR京浜東北線 西川口駅から徒歩で12分
JR京浜東北線 川口駅から徒歩で20分","学校法人文化学園が運営する公立民営の「並木南保育所」にて、保育士（保育補助含む）業務を担当していただきます。
＊１歳児～５歳児の定員１２０名
＊配属先クラスは、ご本人の経歴を元に
所長・主任と打ち合わせを行い決定します。
＊保育案の作成、書類づくりなど事務的な業務も加わります。◎保育園と幼稚園を融合したような保育園です。様々な年代の
保育士がいて、お互いに助け合いチームワークも抜群です。
残業もほとんど無しでプライベートも充実しています！※採用時期は、令和５年４月１日から、またはすぐに勤務できる方
もお待ちしています。",,"月給 180,000円 〜 190,000円",,"通勤手当： 毎月 12,900円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)10時00分〜19時00分 (2)7時00分〜16時00分 シフト勤務 休憩60分 時間外勤務：なし ,年間休日数 125日,,"
https://job-medley.com/cw/hw/5804960/"
株式会社アイグラン,広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階,"広島県広島市西区庚午中１−７−２４ＮＴＴ庚午ビル１階２階
広電２号線(宮島線) 古江駅から徒歩で8分
広電２号線(宮島線) 高須駅から徒歩で8分
広電２号線(宮島線) 東高須駅から徒歩で12分","●院内保育園
●保育業務全般
（主活動、オムツ交換、食事介助、清掃など）
●専門講師が週１回リトミック実施
●子育て世代や未経験者・ブランクがある方も歓迎！
アイグランでは子どもたちだけなく
職員にとっての「心の基地」を目指しています♪
私たちといっしょに子どもたちの想いを形にする
保育園をつくりませんか？
※定年年齢以上の方の応募も可能です。ただし、労働条件については、別途ご説明いたします。",,"月給 180,000円",,"通勤手当：月額 20,000円 20000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",休憩60分 時間外勤務：あり ,年間休日数 107日,,"
https://job-medley.com/cw/hw/5844346/"
一般社団法人共栄会,宮城県仙台市泉区泉中央１丁目１５－２赤間総業泉中央パーキングビル１階,"宮城県仙台市泉区泉中央１丁目１５－２赤間総業泉中央パーキングビル１階
仙台市営地下鉄南北線 泉中央駅から徒歩で3分
仙台市営地下鉄南北線 八乙女駅から徒歩で19分","今後スタッフ用託児所立ち上げ予定です。「まずは学童的な感じで始めたい」「立ち上げにも協力にもして欲しい」「医師・看護師・医療スタッフの育児を支えてくれるメンバー募集」医療事務の仕事も兼務のため患者様の案内や問診、内視鏡カメラ洗浄、スタッフ全員で清掃等幅広くクリニック内の業務に携わっていただきます。＜主な仕事内容＞＊当クリニック採用ホームページもご覧下さい。１．窓口業務（電子カルテ入力あり）
２．患者様の案内や問診・検査説明
３．内視鏡カメラ洗浄
４．医師補助
５．清掃
６．保育職員が働きやすくなるようシステム構築にも協力して頂きます。＊医療事務資格のない方へも、丁寧に指導致します。",,"月給 180,000円 〜 226,000円",,通勤手当： マイカー通勤可否：可 昇給： 賞与：あり ,(1)8時30分〜17時30分 (2)9時15分〜18時15分 （１）（２）のシフト制 休憩60分 時間外勤務：あり ,年間休日数 121日,,"
https://job-medley.com/cw/hw/5800530/"
